2023-10-26 15:56:19-log: Cannot access game frame or container.
2023-10-26 15:56:19-debug: asset-db:require-engine-code (2112ms)
2023-10-26 15:56:20-log: Cocos Creator v3.8.0
2023-10-26 15:56:20-debug: [Assets Memory track]: asset-db-plugin-register: programming start:88.70MB, end 93.98MB, increase: 5.29MB
2023-10-26 15:56:20-debug: [Assets Memory track]: asset-db:worker-init: initPlugin start:87.84MB, end 91.55MB, increase: 3.71MB
2023-10-26 15:56:20-debug: [Assets Memory track]: asset-db:worker-init: initEngine start:18.68MB, end 87.84MB, increase: 69.15MB
2023-10-26 15:56:20-debug: asset-db:worker-init: initPlugin (586ms)
2023-10-26 15:56:20-debug: [Assets Memory track]: asset-db:worker-init start:18.68MB, end 91.60MB, increase: 72.92MB
2023-10-26 15:56:20-debug: Run asset db hook programming:beforePreStart ...
2023-10-26 15:56:21-debug: %cImport%c: /Applications/Cocos/Creator/3.8.0/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks background: #aaff85; color: #000; color: #000;
2023-10-26 15:57:29-debug: %cMigrate%c: /Users/yuanzimin/Downloads/cocos-example-ball-master/assets/resources/package/prefab/fight/springTop.prefab(1.1.34)background: #fbe5b5; color: #000;color: #000;
2023-10-26 15:57:29-debug: %cMigrate%c: /Users/yuanzimin/Downloads/cocos-example-ball-master/assets/resources/package/prefab/fight/springTop.prefab(1.1.35)background: #fbe5b5; color: #000;color: #000;
2023-10-26 15:57:29-debug: %cMigrate%c: /Users/yuanzimin/Downloads/cocos-example-ball-master/assets/resources/package/prefab/fight/springTop.prefab(1.1.38)background: #fbe5b5; color: #000;color: #000;
2023-10-26 15:57:29-debug: %cMigrate%c: /Users/yuanzimin/Downloads/cocos-example-ball-master/assets/resources/package/prefab/fight/springTop.prefab(1.1.33)background: #fbe5b5; color: #000;color: #000;
2023-10-26 15:57:29-debug: %cMigrate%c: /Users/yuanzimin/Downloads/cocos-example-ball-master/assets/resources/package/prefab/fight/springTop.prefab(1.1.40)background: #fbe5b5; color: #000;color: #000;
2023-10-26 15:57:29-debug: %cMigrate%c: /Users/yuanzimin/Downloads/cocos-example-ball-master/assets/resources/package/prefab/fight/springTop.prefab(1.1.42)background: #fbe5b5; color: #000;color: #000;
2023-10-26 15:57:29-debug: %cMigrate%c: /Users/yuanzimin/Downloads/cocos-example-ball-master/assets/resources/package/prefab/fight/springTop.prefab(1.1.41)background: #fbe5b5; color: #000;color: #000;
2023-10-26 15:57:29-debug: %cMigrate%c: /Users/yuanzimin/Downloads/cocos-example-ball-master/assets/resources/package/prefab/fight/springTop.prefab(1.1.43)background: #fbe5b5; color: #000;color: #000;
2023-10-26 15:57:29-debug: %cMigrate%c: /Users/yuanzimin/Downloads/cocos-example-ball-master/assets/resources/package/prefab/fight/trail01.prefab(1.1.27)background: #fbe5b5; color: #000;color: #000;
2023-10-26 15:57:29-debug: %cMigrate%c: /Users/yuanzimin/Downloads/cocos-example-ball-master/assets/resources/package/prefab/fight/trail01.prefab(1.1.29)background: #fbe5b5; color: #000;color: #000;
2023-10-26 15:57:29-debug: %cMigrate%c: /Users/yuanzimin/Downloads/cocos-example-ball-master/assets/resources/package/prefab/fight/trail01.prefab(1.1.30)background: #fbe5b5; color: #000;color: #000;
2023-10-26 15:57:29-debug: %cMigrate%c: /Users/yuanzimin/Downloads/cocos-example-ball-master/assets/resources/package/prefab/fight/trail01.prefab(1.1.34)background: #fbe5b5; color: #000;color: #000;
2023-10-26 15:57:29-debug: %cMigrate%c: /Users/yuanzimin/Downloads/cocos-example-ball-master/assets/resources/package/prefab/fight/trail01.prefab(1.1.32)background: #fbe5b5; color: #000;color: #000;
2023-10-26 15:57:29-debug: %cMigrate%c: /Users/yuanzimin/Downloads/cocos-example-ball-master/assets/resources/package/prefab/fight/trail01.prefab(1.1.33)background: #fbe5b5; color: #000;color: #000;
2023-10-26 15:57:29-debug: %cMigrate%c: /Users/yuanzimin/Downloads/cocos-example-ball-master/assets/resources/package/prefab/fight/trail01.prefab(1.1.36)background: #fbe5b5; color: #000;color: #000;
2023-10-26 15:57:29-debug: %cMigrate%c: /Users/yuanzimin/Downloads/cocos-example-ball-master/assets/resources/package/prefab/fight/trail01.prefab(1.1.35)background: #fbe5b5; color: #000;color: #000;
2023-10-26 15:57:29-debug: %cMigrate%c: /Users/yuanzimin/Downloads/cocos-example-ball-master/assets/resources/package/prefab/fight/trail01.prefab(1.1.31)background: #fbe5b5; color: #000;color: #000;
2023-10-26 15:57:29-debug: %cMigrate%c: /Users/yuanzimin/Downloads/cocos-example-ball-master/assets/resources/package/prefab/fight/trail01.prefab(1.1.37)background: #fbe5b5; color: #000;color: #000;
2023-10-26 15:57:29-debug: %cMigrate%c: /Users/yuanzimin/Downloads/cocos-example-ball-master/assets/resources/package/prefab/fight/trail01.prefab(1.1.38)background: #fbe5b5; color: #000;color: #000;
2023-10-26 15:57:29-debug: %cMigrate%c: /Users/yuanzimin/Downloads/cocos-example-ball-master/assets/resources/package/prefab/fight/trail01.prefab(1.1.39)background: #fbe5b5; color: #000;color: #000;
2023-10-26 15:57:29-debug: %cMigrate%c: /Users/yuanzimin/Downloads/cocos-example-ball-master/assets/resources/package/prefab/fight/trail01.prefab(1.1.40)background: #fbe5b5; color: #000;color: #000;
2023-10-26 15:57:29-debug: %cMigrate%c: /Users/yuanzimin/Downloads/cocos-example-ball-master/assets/resources/package/prefab/fight/trail01.prefab(1.1.41)background: #fbe5b5; color: #000;color: #000;
2023-10-26 15:57:29-debug: %cMigrate%c: /Users/yuanzimin/Downloads/cocos-example-ball-master/assets/resources/package/prefab/fight/trail01.prefab(1.1.42)background: #fbe5b5; color: #000;color: #000;
2023-10-26 15:57:29-debug: %cMigrate%c: /Users/yuanzimin/Downloads/cocos-example-ball-master/assets/resources/package/prefab/fight/trail01.prefab(1.1.43)background: #fbe5b5; color: #000;color: #000;
2023-10-26 15:57:29-debug: %cMigrate%c: /Users/yuanzimin/Downloads/cocos-example-ball-master/assets/resources/package/prefab/fight/wave.prefab(1.0.25)background: #fbe5b5; color: #000;color: #000;
2023-10-26 15:57:29-debug: %cMigrate%c: /Users/yuanzimin/Downloads/cocos-example-ball-master/assets/resources/package/prefab/fight/wave.prefab(1.0.26)background: #fbe5b5; color: #000;color: #000;
2023-10-26 15:57:29-debug: %cMigrate%c: /Users/yuanzimin/Downloads/cocos-example-ball-master/assets/resources/package/prefab/fight/wave.prefab(1.0.27)background: #fbe5b5; color: #000;color: #000;
2023-10-26 15:57:29-debug: %cMigrate%c: /Users/yuanzimin/Downloads/cocos-example-ball-master/assets/resources/package/prefab/fight/wave.prefab(1.0.28)background: #fbe5b5; color: #000;color: #000;
2023-10-26 15:57:29-debug: %cMigrate%c: /Users/yuanzimin/Downloads/cocos-example-ball-master/assets/resources/package/prefab/fight/wave.prefab(1.0.29)background: #fbe5b5; color: #000;color: #000;
2023-10-26 15:57:29-debug: %cMigrate%c: /Users/yuanzimin/Downloads/cocos-example-ball-master/assets/resources/package/prefab/fight/wave.prefab(1.0.32)background: #fbe5b5; color: #000;color: #000;
2023-10-26 15:57:29-debug: %cMigrate%c: /Users/yuanzimin/Downloads/cocos-example-ball-master/assets/resources/package/prefab/fight/wave.prefab(1.1.0)background: #fbe5b5; color: #000;color: #000;
2023-10-26 15:57:29-debug: %cMigrate%c: /Users/yuanzimin/Downloads/cocos-example-ball-master/assets/resources/package/prefab/fight/wave.prefab(1.1.20)background: #fbe5b5; color: #000;color: #000;
2023-10-26 15:57:29-debug: %cMigrate%c: /Users/yuanzimin/Downloads/cocos-example-ball-master/assets/resources/package/prefab/fight/wave.prefab(1.0.31)background: #fbe5b5; color: #000;color: #000;
2023-10-26 15:57:29-debug: %cMigrate%c: /Users/yuanzimin/Downloads/cocos-example-ball-master/assets/resources/package/prefab/fight/wave.prefab(1.1.21)background: #fbe5b5; color: #000;color: #000;
2023-10-26 15:57:29-debug: %cMigrate%c: /Users/yuanzimin/Downloads/cocos-example-ball-master/assets/resources/package/prefab/fight/wave.prefab(1.1.24)background: #fbe5b5; color: #000;color: #000;
2023-10-26 15:57:29-debug: %cMigrate%c: /Users/yuanzimin/Downloads/cocos-example-ball-master/assets/resources/package/prefab/fight/wave.prefab(1.1.25)background: #fbe5b5; color: #000;color: #000;
2023-10-26 15:57:29-debug: %cMigrate%c: /Users/yuanzimin/Downloads/cocos-example-ball-master/assets/resources/package/prefab/fight/wave.prefab(1.1.22)background: #fbe5b5; color: #000;color: #000;
2023-10-26 15:57:29-debug: %cMigrate%c: /Users/yuanzimin/Downloads/cocos-example-ball-master/assets/resources/package/prefab/fight/wave.prefab(1.1.26)background: #fbe5b5; color: #000;color: #000;
2023-10-26 15:57:29-debug: %cMigrate%c: /Users/yuanzimin/Downloads/cocos-example-ball-master/assets/resources/package/prefab/fight/wave.prefab(1.1.23)background: #fbe5b5; color: #000;color: #000;
2023-10-26 15:57:29-debug: %cMigrate%c: /Users/yuanzimin/Downloads/cocos-example-ball-master/assets/resources/package/prefab/fight/springTop.prefab(1.1.36)background: #fbe5b5; color: #000;color: #000;
2023-10-26 15:57:29-debug: %cMigrate%c: /Users/yuanzimin/Downloads/cocos-example-ball-master/assets/resources/package/prefab/fight/springTop.prefab(1.1.39)background: #fbe5b5; color: #000;color: #000;
2023-10-26 15:57:29-debug: %cMigrate%c: /Users/yuanzimin/Downloads/cocos-example-ball-master/assets/resources/package/prefab/fight/springTop.prefab(1.1.37)background: #fbe5b5; color: #000;color: #000;
2023-10-26 15:57:29-debug: %cMigrate%c: /Users/yuanzimin/Downloads/cocos-example-ball-master/assets/resources/package/prefab/fight/wave.prefab(1.1.27)background: #fbe5b5; color: #000;color: #000;
2023-10-26 15:57:29-debug: %cMigrate%c: /Users/yuanzimin/Downloads/cocos-example-ball-master/assets/resources/package/prefab/fight/wave.prefab(1.1.32)background: #fbe5b5; color: #000;color: #000;
2023-10-26 15:57:29-debug: %cMigrate%c: /Users/yuanzimin/Downloads/cocos-example-ball-master/assets/resources/package/prefab/fight/wave.prefab(1.1.33)background: #fbe5b5; color: #000;color: #000;
2023-10-26 15:57:29-debug: %cMigrate%c: /Users/yuanzimin/Downloads/cocos-example-ball-master/assets/resources/package/prefab/fight/wave.prefab(1.1.34)background: #fbe5b5; color: #000;color: #000;
2023-10-26 15:57:29-debug: %cMigrate%c: /Users/yuanzimin/Downloads/cocos-example-ball-master/assets/resources/package/prefab/fight/wave.prefab(1.1.35)background: #fbe5b5; color: #000;color: #000;
2023-10-26 15:57:29-debug: %cMigrate%c: /Users/yuanzimin/Downloads/cocos-example-ball-master/assets/resources/package/prefab/fight/wave.prefab(1.1.36)background: #fbe5b5; color: #000;color: #000;
2023-10-26 15:57:29-debug: %cMigrate%c: /Users/yuanzimin/Downloads/cocos-example-ball-master/assets/resources/package/prefab/fight/wave.prefab(1.1.37)background: #fbe5b5; color: #000;color: #000;
2023-10-26 15:57:29-debug: %cMigrate%c: /Users/yuanzimin/Downloads/cocos-example-ball-master/assets/resources/package/prefab/fight/wave.prefab(1.1.30)background: #fbe5b5; color: #000;color: #000;
2023-10-26 15:57:29-debug: %cMigrate%c: /Users/yuanzimin/Downloads/cocos-example-ball-master/assets/resources/package/prefab/fight/wave.prefab(1.1.39)background: #fbe5b5; color: #000;color: #000;
2023-10-26 15:57:29-debug: %cMigrate%c: /Users/yuanzimin/Downloads/cocos-example-ball-master/assets/resources/package/prefab/fight/wave.prefab(1.1.40)background: #fbe5b5; color: #000;color: #000;
2023-10-26 15:57:29-debug: %cMigrate%c: /Users/yuanzimin/Downloads/cocos-example-ball-master/assets/resources/package/prefab/fight/wave.prefab(1.1.41)background: #fbe5b5; color: #000;color: #000;
2023-10-26 15:57:29-debug: %cMigrate%c: /Users/yuanzimin/Downloads/cocos-example-ball-master/assets/resources/package/prefab/fight/wave.prefab(1.1.42)background: #fbe5b5; color: #000;color: #000;
2023-10-26 15:57:29-debug: %cMigrate%c: /Users/yuanzimin/Downloads/cocos-example-ball-master/assets/resources/package/prefab/fight/wave.prefab(1.1.43)background: #fbe5b5; color: #000;color: #000;
2023-10-26 15:57:29-debug: %cMigrate%c: /Users/yuanzimin/Downloads/cocos-example-ball-master/assets/resources/package/prefab/fight/wave.prefab(1.1.29)background: #fbe5b5; color: #000;color: #000;
2023-10-26 15:57:29-debug: %cMigrate%c: /Users/yuanzimin/Downloads/cocos-example-ball-master/assets/resources/package/prefab/fight/wave.prefab(1.1.31)background: #fbe5b5; color: #000;color: #000;
2023-10-26 15:57:29-debug: %cMigrate%c: /Users/yuanzimin/Downloads/cocos-example-ball-master/assets/resources/package/prefab/fight/wave.prefab(1.1.38)background: #fbe5b5; color: #000;color: #000;
2023-10-26 15:57:29-debug: %cImport%c: /Users/yuanzimin/Downloads/cocos-example-ball-master/assets/resources/package/prefab/fight/springTop.prefabbackground: #aaff85; color: #000;color: #000;
2023-10-26 15:57:29-debug: %cImport%c: /Users/yuanzimin/Downloads/cocos-example-ball-master/assets/resources/package/prefab/fight/trail01.prefabbackground: #aaff85; color: #000;color: #000;
2023-10-26 15:57:29-debug: %cImport%c: /Users/yuanzimin/Downloads/cocos-example-ball-master/assets/resources/package/prefab/fight/wave.prefabbackground: #aaff85; color: #000;color: #000;
2023-10-26 15:57:29-debug: start asset-db with asset: 125
2023-10-26 15:57:29-debug: asset-db:worker-startup-database[assets] (35393ms)
2023-10-26 15:57:29-debug: asset-db:start-database (68565ms)
2023-10-26 15:57:29-debug: asset-db:ready (78055ms)
2023-10-26 15:57:29-debug: init worker message success
2023-10-26 15:57:29-debug: programming:execute-script (6ms)
2023-10-26 15:57:30-debug: [Build Memory track]: builder:worker-init start:229.95MB, end 245.55MB, increase: 15.60MB
2023-10-26 15:57:30-debug: builder:worker-init (876ms)
2023-10-26 15:57:32-debug: programming:execute-script (6ms)
2023-10-26 15:59:45-debug: refresh db internal success
2023-10-26 15:59:45-debug: refresh db assets success
2023-10-26 15:59:45-debug: Run asset db hook engine-extends:afterRefresh ...
2023-10-26 15:59:45-debug: Run asset db hook engine-extends:afterRefresh success!
2023-10-26 15:59:45-debug: asset-db:refresh-all-database (65ms)
2023-10-26 15:59:45-debug: asset-db:worker-effect-data-processing (1ms)
2023-10-26 15:59:45-debug: asset-db-hook-engine-extends-afterRefresh (1ms)
2023-10-26 15:59:52-debug: Query all assets info in project
2023-10-26 15:59:52-debug: init custom config: keepNodeUuid: false, useCache: true
2023-10-26 15:59:52-debug:   Number of other assets: 476
2023-10-26 15:59:52-debug:   Number of all scripts: 16
2023-10-26 15:59:52-debug:   Number of all scenes: 1
2023-10-26 15:59:52-debug: reload all scripts.
2023-10-26 15:59:52-debug: Incremental keys: 
2023-10-26 15:59:52-debug: Set detail map pack:///resolution-detail-map.json: {}
2023-10-26 15:59:52-debug: /Users/yuanzimin/Downloads/cocos-example-ball-master/temp/programming/packer-driver/targets/editor/chunks/ce/cee638a986ad8fae09398db255647defcaa6612a.js resolved to /Users/yuanzimin/Downloads/cocos-example-ball-master/temp/programming/packer-driver/targets/editor/chunks/ce/cee638a986ad8fae09398db255647defcaa6612a.js is not in module cache!
2023-10-26 15:59:52-debug: [[Executor]] Module "cce:/internal/x/cc-fu/base" loaded.
2023-10-26 15:59:52-debug: [[Executor]] Module "cce:/internal/x/cc-fu/gfx-empty" loaded.
2023-10-26 15:59:52-debug: [[Executor]] Module "cce:/internal/x/cc-fu/animation" loaded.
2023-10-26 15:59:52-debug: [[Executor]] Module "cce:/internal/x/cc-fu/skeletal-animation" loaded.
2023-10-26 15:59:52-debug: [[Executor]] Module "cce:/internal/x/cc-fu/2d" loaded.
2023-10-26 15:59:52-debug: [[Executor]] Module "cce:/internal/x/cc-fu/sorting" loaded.
2023-10-26 15:59:52-debug: [[Executor]] Module "cce:/internal/x/cc-fu/ui" loaded.
2023-10-26 15:59:52-debug: [[Executor]] Module "cce:/internal/x/cc-fu/particle" loaded.
2023-10-26 15:59:52-debug: [[Executor]] Module "cce:/internal/x/cc-fu/particle-2d" loaded.
2023-10-26 15:59:52-debug: [[Executor]] Module "cce:/internal/x/cc-fu/physics-2d-framework" loaded.
2023-10-26 15:59:52-debug: [[Executor]] Module "cce:/internal/x/cc-fu/intersection-2d" loaded.
2023-10-26 15:59:52-debug: [[Executor]] Module "cce:/internal/x/cc-fu/gfx-webgl2" loaded.
2023-10-26 15:59:52-debug: [[Executor]] Module "cce:/internal/x/cc-fu/profiler" loaded.
2023-10-26 15:59:52-debug: [[Executor]] Module "cce:/internal/x/cc-fu/gfx-webgl" loaded.
2023-10-26 15:59:52-debug: [[Executor]] Module "cce:/internal/x/cc-fu/geometry-renderer" loaded.
2023-10-26 15:59:52-debug: [[Executor]] Module "cce:/internal/x/cc-fu/audio" loaded.
2023-10-26 15:59:52-debug: [[Executor]] Module "cce:/internal/x/cc-fu/3d" loaded.
2023-10-26 15:59:52-debug: [[Executor]] Module "cce:/internal/x/cc-fu/xr" loaded.
2023-10-26 15:59:52-debug: [[Executor]] Module "cce:/internal/x/cc-fu/light-probe" loaded.
2023-10-26 15:59:52-debug: [[Executor]] Module "cce:/internal/x/cc-fu/terrain" loaded.
2023-10-26 15:59:52-debug: [[Executor]] Module "cce:/internal/x/cc-fu/webview" loaded.
2023-10-26 15:59:52-debug: [[Executor]] Module "cce:/internal/x/cc-fu/tween" loaded.
2023-10-26 15:59:52-debug: [[Executor]] Module "cce:/internal/x/cc-fu/tiled-map" loaded.
2023-10-26 15:59:52-debug: [[Executor]] Module "cce:/internal/x/cc-fu/spine" loaded.
2023-10-26 15:59:52-debug: [[Executor]] Module "cce:/internal/x/cc-fu/dragon-bones" loaded.
2023-10-26 15:59:52-debug: [[Executor]] Module "cce:/internal/x/cc-fu/custom-pipeline" loaded.
2023-10-26 15:59:52-debug: [[Executor]] Module "cce:/internal/x/cc-fu/base" loaded.
2023-10-26 15:59:52-debug: [[Executor]] Module "cce:/internal/x/cc-fu/gfx-webgl" loaded.
2023-10-26 15:59:52-debug: [[Executor]] Module "cce:/internal/x/cc-fu/gfx-webgl2" loaded.
2023-10-26 15:59:52-debug: [[Executor]] Module "cce:/internal/x/cc-fu/gfx-empty" loaded.
2023-10-26 15:59:52-debug: [[Executor]] Module "cce:/internal/x/cc-fu/3d" loaded.
2023-10-26 15:59:52-debug: [[Executor]] Module "cce:/internal/x/cc-fu/animation" loaded.
2023-10-26 15:59:52-debug: [[Executor]] Module "cce:/internal/x/cc-fu/skeletal-animation" loaded.
2023-10-26 15:59:52-debug: [[Executor]] Module "cce:/internal/x/cc-fu/2d" loaded.
2023-10-26 15:59:52-debug: [[Executor]] Module "cce:/internal/x/cc-fu/sorting" loaded.
2023-10-26 15:59:52-debug: [[Executor]] Module "cce:/internal/x/cc-fu/ui" loaded.
2023-10-26 15:59:52-debug: [[Executor]] Module "cce:/internal/x/cc-fu/particle" loaded.
2023-10-26 15:59:52-debug: [[Executor]] Module "cce:/internal/x/cc-fu/particle-2d" loaded.
2023-10-26 15:59:52-debug: [[Executor]] Module "cce:/internal/x/cc-fu/physics-framework" loaded.
2023-10-26 15:59:52-debug: [[Executor]] Module "cce:/internal/x/cc-fu/physics-2d-framework" loaded.
2023-10-26 15:59:52-debug: [[Executor]] Module "cce:/internal/x/cc-fu/intersection-2d" loaded.
2023-10-26 15:59:52-debug: [[Executor]] Module "cce:/internal/x/cc-fu/primitive" loaded.
2023-10-26 15:59:52-debug: [[Executor]] Module "cce:/internal/x/cc-fu/profiler" loaded.
2023-10-26 15:59:52-debug: [[Executor]] Module "cce:/internal/x/cc-fu/geometry-renderer" loaded.
2023-10-26 15:59:52-debug: [[Executor]] Module "cce:/internal/x/cc-fu/audio" loaded.
2023-10-26 15:59:52-debug: [[Executor]] Module "cce:/internal/x/cc-fu/video" loaded.
2023-10-26 15:59:52-debug: [[Executor]] Module "cce:/internal/x/cc-fu/xr" loaded.
2023-10-26 15:59:52-debug: [[Executor]] Module "cce:/internal/x/cc-fu/light-probe" loaded.
2023-10-26 15:59:52-debug: [[Executor]] Module "cce:/internal/x/cc-fu/terrain" loaded.
2023-10-26 15:59:52-debug: [[Executor]] Module "cce:/internal/x/cc-fu/webview" loaded.
2023-10-26 15:59:52-debug: [[Executor]] Module "cce:/internal/x/cc-fu/tween" loaded.
2023-10-26 15:59:52-debug: [[Executor]] Module "cce:/internal/x/cc-fu/tiled-map" loaded.
2023-10-26 15:59:52-debug: [[Executor]] Module "cce:/internal/x/cc-fu/spine" loaded.
2023-10-26 15:59:52-debug: [[Executor]] Module "cce:/internal/x/cc-fu/dragon-bones" loaded.
2023-10-26 15:59:52-debug: [[Executor]] Module "cce:/internal/x/cc-fu/custom-pipeline" loaded.
2023-10-26 15:59:52-debug: [[Executor]] Module "pack:///chunks/ce/cee638a986ad8fae09398db255647defcaa6612a.js" loaded.
2023-10-26 15:59:52-debug: Invalidating 'pack:///chunks/ce/cee638a986ad8fae09398db255647defcaa6612a.js'
2023-10-26 15:59:52-debug: [[Executor]] Module "pack:///chunks/ce/cee638a986ad8fae09398db255647defcaa6612a.js" loaded.
2023-10-26 15:59:52-debug: [[Executor]] Module "cce:/internal/x/cc-fu/video" loaded.
2023-10-26 15:59:52-debug: [[Executor]] Module "cce:/internal/x/cc-fu/physics-framework" loaded.
2023-10-26 15:59:52-debug: [[Executor]] Module "cce:/internal/x/cc-fu/primitive" loaded.
2023-10-26 15:59:52-debug: /Users/yuanzimin/Downloads/cocos-example-ball-master/temp/programming/packer-driver/targets/editor/chunks/68/68dae8f28afcac858439ab8a6555829d6e2eeea0.js resolved to /Users/yuanzimin/Downloads/cocos-example-ball-master/temp/programming/packer-driver/targets/editor/chunks/68/68dae8f28afcac858439ab8a6555829d6e2eeea0.js is not in module cache!
2023-10-26 15:59:52-debug: [[Executor]] Module "pack:///chunks/68/68dae8f28afcac858439ab8a6555829d6e2eeea0.js" loaded.
2023-10-26 15:59:52-debug: /Users/yuanzimin/Downloads/cocos-example-ball-master/temp/programming/packer-driver/targets/editor/chunks/59/59f786e9e32f97d1d584ab6eb6adf2572717c5e8.js resolved to /Users/yuanzimin/Downloads/cocos-example-ball-master/temp/programming/packer-driver/targets/editor/chunks/59/59f786e9e32f97d1d584ab6eb6adf2572717c5e8.js is not in module cache!
2023-10-26 15:59:52-debug: [[Executor]] Register DebugViewRuntimeControl
2023-10-26 15:59:52-debug: [[Executor]] Module "pack:///chunks/59/59f786e9e32f97d1d584ab6eb6adf2572717c5e8.js" loaded.
2023-10-26 15:59:52-debug: /Users/yuanzimin/Downloads/cocos-example-ball-master/temp/programming/packer-driver/targets/editor/chunks/43/43e6e6e3425d21eb1a5c96e53ba38a49e421ac4b.js resolved to /Users/yuanzimin/Downloads/cocos-example-ball-master/temp/programming/packer-driver/targets/editor/chunks/43/43e6e6e3425d21eb1a5c96e53ba38a49e421ac4b.js is not in module cache!
2023-10-26 15:59:52-debug: [[Executor]] Module "cce:/internal/x/engine-export-to-editor/cc/editor/populate-internal-constants" loaded.
2023-10-26 15:59:52-debug: [[Executor]] Module "cce:/internal/x/engine-export-to-editor/cc/editor/populate-internal-constants" loaded.
2023-10-26 15:59:52-warn: 'BaseNode' is deprecated since v3.7.0, please use 'Node' instead.
2023-10-26 15:59:52-debug: [[Executor]] Module "pack:///chunks/43/43e6e6e3425d21eb1a5c96e53ba38a49e421ac4b.js" loaded.
2023-10-26 15:59:52-debug: /Users/yuanzimin/Downloads/cocos-example-ball-master/temp/programming/packer-driver/targets/editor/chunks/a1/a16df5c77eb21ddf135988d0aa25e5dea6d93b33.js resolved to /Users/yuanzimin/Downloads/cocos-example-ball-master/temp/programming/packer-driver/targets/editor/chunks/a1/a16df5c77eb21ddf135988d0aa25e5dea6d93b33.js is not in module cache!
2023-10-26 15:59:52-debug: /Users/yuanzimin/Downloads/cocos-example-ball-master/temp/programming/packer-driver/targets/editor/chunks/84/84741ad843cea9a440c5d8c2d379669b6551400d.js resolved to /Users/yuanzimin/Downloads/cocos-example-ball-master/temp/programming/packer-driver/targets/editor/chunks/84/84741ad843cea9a440c5d8c2d379669b6551400d.js is not in module cache!
2023-10-26 15:59:52-debug: [[Executor]] Module "pack:///chunks/84/84741ad843cea9a440c5d8c2d379669b6551400d.js" loaded.
2023-10-26 15:59:52-debug: [[Executor]] Module "pack:///chunks/a1/a16df5c77eb21ddf135988d0aa25e5dea6d93b33.js" loaded.
2023-10-26 15:59:52-debug: /Users/yuanzimin/Downloads/cocos-example-ball-master/temp/programming/packer-driver/targets/editor/chunks/6d/6d3492f1771c9fa9acd3f1c1c570a0a5509ef872.js resolved to /Users/yuanzimin/Downloads/cocos-example-ball-master/temp/programming/packer-driver/targets/editor/chunks/6d/6d3492f1771c9fa9acd3f1c1c570a0a5509ef872.js is not in module cache!
2023-10-26 15:59:52-debug: [[Executor]] Register AudioManager
2023-10-26 15:59:52-debug: [[Executor]] Module "pack:///chunks/6d/6d3492f1771c9fa9acd3f1c1c570a0a5509ef872.js" loaded.
2023-10-26 15:59:52-debug: /Users/yuanzimin/Downloads/cocos-example-ball-master/temp/programming/packer-driver/targets/editor/chunks/b6/b6e2a685318431da5bbbd798c4bf3538219d2334.js resolved to /Users/yuanzimin/Downloads/cocos-example-ball-master/temp/programming/packer-driver/targets/editor/chunks/b6/b6e2a685318431da5bbbd798c4bf3538219d2334.js is not in module cache!
2023-10-26 15:59:52-debug: /Users/yuanzimin/Downloads/cocos-example-ball-master/temp/programming/packer-driver/targets/editor/chunks/77/775e5ef435288427426d3c36dff8fb97be4a2e74.js resolved to /Users/yuanzimin/Downloads/cocos-example-ball-master/temp/programming/packer-driver/targets/editor/chunks/77/775e5ef435288427426d3c36dff8fb97be4a2e74.js is not in module cache!
2023-10-26 15:59:52-debug: /Users/yuanzimin/Downloads/cocos-example-ball-master/temp/programming/packer-driver/targets/editor/chunks/ac/acb80aa6966eb92047ac6d00ec23ca841224ba3d.js resolved to /Users/yuanzimin/Downloads/cocos-example-ball-master/temp/programming/packer-driver/targets/editor/chunks/ac/acb80aa6966eb92047ac6d00ec23ca841224ba3d.js is not in module cache!
2023-10-26 15:59:52-debug: [[Executor]] Register Ball
2023-10-26 15:59:52-debug: [[Executor]] Module "pack:///chunks/b6/b6e2a685318431da5bbbd798c4bf3538219d2334.js" loaded.
2023-10-26 15:59:52-debug: [[Executor]] Module "pack:///chunks/ac/acb80aa6966eb92047ac6d00ec23ca841224ba3d.js" loaded.
2023-10-26 15:59:52-debug: [[Executor]] Module "pack:///chunks/77/775e5ef435288427426d3c36dff8fb97be4a2e74.js" loaded.
2023-10-26 15:59:52-debug: [[Executor]] Register PoolManager
2023-10-26 15:59:52-debug: /Users/yuanzimin/Downloads/cocos-example-ball-master/temp/programming/packer-driver/targets/editor/chunks/88/88ff8d6bb5685e445156f4955d6b4801fcef3456.js resolved to /Users/yuanzimin/Downloads/cocos-example-ball-master/temp/programming/packer-driver/targets/editor/chunks/88/88ff8d6bb5685e445156f4955d6b4801fcef3456.js is not in module cache!
2023-10-26 15:59:52-debug: [[Executor]] Register BoardManager
2023-10-26 15:59:52-debug: [[Executor]] Module "pack:///chunks/88/88ff8d6bb5685e445156f4955d6b4801fcef3456.js" loaded.
2023-10-26 15:59:52-debug: /Users/yuanzimin/Downloads/cocos-example-ball-master/temp/programming/packer-driver/targets/editor/chunks/14/1433e5a6ee14ee3ede263beb70e4e6eb0415614a.js resolved to /Users/yuanzimin/Downloads/cocos-example-ball-master/temp/programming/packer-driver/targets/editor/chunks/14/1433e5a6ee14ee3ede263beb70e4e6eb0415614a.js is not in module cache!
2023-10-26 15:59:52-debug: [[Executor]] Register Board
